T [K]	C_e [J/m^3/K]
141.5	87588.5
141.6	87650.4
141.7	87712.29999999999
141.8	87774.20000000001
141.9	87836.1
142.0	87898.0
142.1	87959.9
142.2	88021.79999999999
142.3	88083.70000000001
142.4	88145.6
142.5	88207.5
142.6	88269.4
142.7	88331.29999999999
142.8	88393.20000000001
142.9	88455.1
143.0	88517.0
143.1	88578.9
143.2	88640.79999999999
143.3	88702.70000000001
143.4	88764.6
143.5	88826.5
143.6	88888.4
143.7	88950.29999999999
143.8	89012.20000000001
143.9	89074.1
144.0	89136.0
144.1	89197.9
144.2	89259.79999999999
144.3	89321.70000000001
144.4	89383.6
144.5	89445.5
144.6	89507.4
144.7	89569.29999999999
144.8	89631.20000000001
144.9	89693.1
145.0	89755.0
145.1	89816.9
145.2	89878.79999999999
145.3	89940.70000000001
145.4	90002.6
145.5	90064.5
145.6	90126.4
145.7	90188.29999999999
145.8	90250.20000000001
145.9	90312.1
146.0	90374.0
146.1	90435.9
146.2	90497.79999999999
146.3	90559.70000000001
146.4	90621.6
146.5	90683.5
146.6	90745.4
146.7	90807.29999999999
146.8	90869.20000000001
146.9	90931.1
147.0	90993.0
147.1	91054.9
147.2	91116.79999999999
147.3	91178.70000000001
147.4	91240.6
147.5	91302.5
147.6	91364.4
147.7	91426.29999999999
147.8	91488.20000000001
147.9	91550.1
148.0	91612.0
148.1	91673.9
148.2	91735.79999999999
148.3	91797.70000000001
148.4	91859.6
148.5	91921.5
148.6	91983.4
148.7	92045.29999999999
148.8	92107.20000000001
148.9	92169.1
149.0	92231.0
149.1	92292.9
149.2	92354.79999999999
149.3	92416.70000000001
149.4	92478.6
149.5	92540.5
149.6	92602.4
149.7	92664.29999999999
149.8	92726.20000000001
149.9	92788.1
150.0	92850.0
150.1	92911.9
150.2	92973.79999999999
150.3	93035.70000000001
150.4	93097.6
150.5	93159.5
150.6	93221.4
150.7	93283.29999999999
150.8	93345.20000000001
150.9	93407.1
151.0	93469.0
151.1	93530.9
151.2	93592.79999999999
151.3	93654.70000000001
151.4	93716.6
151.5	93778.5
151.6	93840.4
151.7	93902.29999999999
151.8	93964.20000000001
151.9	94026.1
152.0	94088.0
152.1	94149.9
152.2	94211.79999999999
152.3	94273.70000000001
152.4	94335.6
152.5	94397.5
152.6	94459.4
152.7	94521.29999999999
152.8	94583.20000000001
152.9	94645.1
153.0	94707.0
153.1	94768.9
153.2	94830.79999999999
153.3	94892.70000000001
153.4	94954.6
153.5	95016.5
153.6	95078.4
153.7	95140.29999999999
153.8	95202.20000000001
153.9	95264.1
154.0	95326.0
154.1	95387.9
154.2	95449.79999999999
154.3	95511.70000000001
154.4	95573.6
154.5	95635.5
154.6	95697.4
154.7	95759.29999999999
154.8	95821.20000000001
154.9	95883.1
155.0	95945.0
155.1	96006.9
155.2	96068.79999999999
155.3	96130.70000000001
155.4	96192.6
155.5	96254.5
155.6	96316.4
155.7	96378.29999999999
155.8	96440.20000000001
155.9	96502.1
156.0	96564.0
156.1	96625.9
156.2	96687.79999999999
156.3	96749.70000000001
156.4	96811.6
156.5	96873.5
156.6	96935.4
156.7	96997.29999999999
156.8	97059.20000000001
156.9	97121.1
157.0	97183.0
157.1	97244.9
157.2	97306.79999999999
157.3	97368.70000000001
157.4	97430.6
157.5	97492.5
157.6	97554.4
157.7	97616.29999999999
157.8	97678.20000000001
157.9	97740.1
158.0	97802.0
158.1	97863.9
158.2	97925.79999999999
158.3	97987.70000000001
158.4	98049.6
158.5	98111.5
158.6	98173.4
158.7	98235.29999999999
158.8	98297.20000000001
158.9	98359.1
159.0	98421.0
159.1	98482.9
159.2	98544.79999999999
159.3	98606.70000000001
159.4	98668.6
159.5	98730.5
159.6	98792.4
159.7	98854.29999999999
159.8	98916.20000000001
159.9	98978.1
160.0	99040.0
160.1	99101.9
160.2	99163.79999999999
160.3	99225.70000000001
160.4	99287.6
160.5	99349.5
160.6	99411.4
160.7	99473.29999999999
160.8	99535.20000000001
160.9	99597.1
161.0	99659.0
161.1	99720.9
161.2	99782.79999999999
161.3	99844.70000000001
161.4	99906.6
161.5	99968.5
161.6	100030.4
161.7	100092.29999999999
161.8	100154.20000000001
161.9	100216.1
162.0	100278.0
162.1	100339.9
162.2	100401.79999999999
162.3	100463.70000000001
162.4	100525.6
162.5	100587.5
162.6	100649.4
162.7	100711.29999999999
162.8	100773.20000000001
162.9	100835.1
163.0	100897.0
163.1	100958.9
163.2	101020.79999999999
163.3	101082.70000000001
163.4	101144.6
163.5	101206.5
163.6	101268.4
163.7	101330.29999999999
163.8	101392.20000000001
163.9	101454.1
164.0	101516.0
164.1	101577.9
164.2	101639.79999999999
164.3	101701.70000000001
164.4	101763.6
164.5	101825.5
164.6	101887.4
164.7	101949.29999999999
164.8	102011.20000000001
164.9	102073.1
165.0	102135.0
165.1	102196.9
165.2	102258.79999999999
165.3	102320.70000000001
165.4	102382.6
165.5	102444.5
165.6	102506.4
165.7	102568.29999999999
165.8	102630.20000000001
165.9	102692.1
166.0	102754.0
166.1	102815.9
166.2	102877.79999999999
166.3	102939.70000000001
166.4	103001.6
166.5	103063.5
166.6	103125.4
166.7	103187.29999999999
166.8	103249.20000000001
166.9	103311.1
167.0	103373.0
167.1	103434.9
167.2	103496.79999999999
167.3	103558.70000000001
167.4	103620.6
167.5	103682.5
167.6	103744.4
167.7	103806.29999999999
167.8	103868.20000000001
167.9	103930.1
168.0	103992.0
168.1	104053.9
168.2	104115.79999999999
168.3	104177.70000000001
168.4	104239.6
168.5	104301.5
168.6	104363.4
168.7	104425.29999999999
168.8	104487.20000000001
168.9	104549.1
169.0	104611.0
169.1	104672.9
169.2	104734.79999999999
169.3	104796.70000000001
169.4	104858.6
169.5	104920.5
169.6	104982.4
169.7	105044.29999999999
169.8	105106.20000000001
169.9	105168.1
170.0	105230.0
170.1	105291.9
170.2	105353.79999999999
170.3	105415.70000000001
170.4	105477.6
170.5	105539.5
170.6	105601.4
170.7	105663.29999999999
170.8	105725.20000000001
170.9	105787.1
171.0	105849.0
171.1	105910.9
171.2	105972.79999999999
171.3	106034.70000000001
171.4	106096.6
171.5	106158.5
171.6	106220.4
171.7	106282.29999999999
171.8	106344.20000000001
171.9	106406.1
172.0	106468.0
172.1	106529.9
172.2	106591.79999999999
172.3	106653.70000000001
172.4	106715.6
172.5	106777.5
172.6	106839.4
172.7	106901.29999999999
172.8	106963.20000000001
172.9	107025.1
173.0	107087.0
173.1	107148.9
173.2	107210.79999999999
173.3	107272.70000000001
173.4	107334.6
173.5	107396.5
173.6	107458.4
173.7	107520.29999999999
173.8	107582.20000000001
173.9	107644.1
174.0	107706.0
174.1	107767.9
174.2	107829.79999999999
174.3	107891.70000000001
174.4	107953.6
174.5	108015.5
174.6	108077.4
174.7	108139.29999999999
174.8	108201.20000000001
174.9	108263.1
175.0	108325.0
175.1	108386.9
175.2	108448.79999999999
175.3	108510.70000000001
175.4	108572.6
175.5	108634.5
175.6	108696.4
175.7	108758.29999999999
175.8	108820.20000000001
175.9	108882.1
176.0	108944.0
176.1	109005.9
176.2	109067.79999999999
176.3	109129.70000000001
176.4	109191.6
176.5	109253.5
176.6	109315.4
176.7	109377.29999999999
176.8	109439.20000000001
176.9	109501.1
177.0	109563.0
177.1	109624.9
177.2	109686.79999999999
177.3	109748.70000000001
177.4	109810.6
177.5	109872.5
177.6	109934.4
177.7	109996.29999999999
177.8	110058.20000000001
177.9	110120.1
178.0	110182.0
178.1	110243.9
178.2	110305.79999999999
178.3	110367.70000000001
178.4	110429.6
178.5	110491.5
178.6	110553.4
178.7	110615.29999999999
178.8	110677.20000000001
178.9	110739.1
179.0	110801.0
179.1	110862.9
179.2	110924.79999999999
179.3	110986.70000000001
179.4	111048.6
179.5	111110.5
179.6	111172.4
179.7	111234.29999999999
179.8	111296.20000000001
179.9	111358.1
180.0	111420.0
180.1	111481.9
180.2	111543.79999999999
180.3	111605.70000000001
180.4	111667.6
180.5	111729.5
180.6	111791.4
180.7	111853.29999999999
180.8	111915.20000000001
180.9	111977.1
181.0	112039.0
181.1	112100.9
181.2	112162.79999999999
181.3	112224.70000000001
181.4	112286.6
181.5	112348.5
181.6	112410.4
181.7	112472.29999999999
181.8	112534.20000000001
181.9	112596.1
182.0	112658.0
182.1	112719.9
182.2	112781.79999999999
182.3	112843.70000000001
182.4	112905.6
182.5	112967.5
182.6	113029.4
182.7	113091.29999999999
182.8	113153.20000000001
182.9	113215.1
183.0	113277.0
183.1	113338.9
183.2	113400.79999999999
183.3	113462.70000000001
183.4	113524.6
183.5	113586.5
183.6	113648.4
183.7	113710.29999999999
183.8	113772.20000000001
183.9	113834.1
184.0	113896.0
184.1	113957.9
184.2	114019.79999999999
184.3	114081.70000000001
184.4	114143.6
184.5	114205.5
184.6	114267.4
184.7	114329.29999999999
184.8	114391.20000000001
184.9	114453.1
185.0	114515.0
185.1	114576.9
185.2	114638.79999999999
185.3	114700.70000000001
185.4	114762.6
185.5	114824.5
185.6	114886.4
185.7	114948.29999999999
185.8	115010.20000000001
185.9	115072.1
186.0	115134.0
186.1	115195.9
186.2	115257.79999999999
186.3	115319.70000000001
186.4	115381.6
186.5	115443.5
186.6	115505.4
186.7	115567.29999999999
186.8	115629.20000000001
186.9	115691.1
187.0	115753.0
187.1	115814.9
187.2	115876.79999999999
187.3	115938.70000000001
187.4	116000.6
187.5	116062.5
187.6	116124.4
187.7	116186.29999999999
187.8	116248.20000000001
187.9	116310.1
188.0	116372.0
188.1	116433.9
188.2	116495.79999999999
188.3	116557.70000000001
188.4	116619.6
188.5	116681.5
188.6	116743.4
188.7	116805.29999999999
188.8	116867.20000000001
188.9	116929.1
189.0	116991.0
189.1	117052.9
189.2	117114.79999999999
189.3	117176.70000000001
189.4	117238.6
189.5	117300.5
189.6	117362.4
189.7	117424.29999999999
189.8	117486.20000000001
189.9	117548.1
190.0	117610.0
190.1	117671.9
190.2	117733.79999999999
190.3	117795.70000000001
190.4	117857.6
190.5	117919.5
190.6	117981.4
190.7	118043.29999999999
190.8	118105.20000000001
190.9	118167.1
191.0	118229.0
191.1	118290.9
191.2	118352.79999999999
191.3	118414.70000000001
191.4	118476.6
191.5	118538.5
191.6	118600.4
191.7	118662.29999999999
191.8	118724.20000000001
191.9	118786.1
192.0	118848.0
192.1	118909.9
192.2	118971.79999999999
192.3	119033.70000000001
192.4	119095.6
192.5	119157.5
192.6	119219.4
192.7	119281.29999999999
192.8	119343.20000000001
192.9	119405.1
193.0	119467.0
193.1	119528.9
193.2	119590.79999999999
193.3	119652.70000000001
193.4	119714.6
193.5	119776.5
193.6	119838.4
193.7	119900.29999999999
193.8	119962.20000000001
193.9	120024.1
194.0	120086.0
194.1	120147.9
194.2	120209.79999999999
194.3	120271.70000000001
194.4	120333.6
194.5	120395.5
194.6	120457.4
194.7	120519.29999999999
194.8	120581.20000000001
194.9	120643.1
195.0	120705.0
195.1	120766.9
195.2	120828.79999999999
195.3	120890.70000000001
195.4	120952.6
195.5	121014.5
195.6	121076.4
195.7	121138.29999999999
195.8	121200.20000000001
195.9	121262.1
196.0	121324.0
196.1	121385.9
196.2	121447.79999999999
196.3	121509.70000000001
196.4	121571.6
196.5	121633.5
196.6	121695.4
196.7	121757.29999999999
196.8	121819.20000000001
196.9	121881.1
197.0	121943.0
197.1	122004.9
197.2	122066.79999999999
197.3	122128.70000000001
197.4	122190.6
197.5	122252.5
197.6	122314.4
197.7	122376.29999999999
197.8	122438.20000000001
197.9	122500.1
198.0	122562.0
198.1	122623.9
198.2	122685.79999999999
198.3	122747.70000000001
198.4	122809.6
198.5	122871.5
198.6	122933.4
198.7	122995.29999999999
198.8	123057.20000000001
198.9	123119.1
199.0	123181.0
199.1	123242.9
199.2	123304.79999999999
199.3	123366.70000000001
199.4	123428.6
199.5	123490.5
199.6	123552.4
199.7	123614.29999999999
199.8	123676.20000000001
199.9	123738.1
200.0	123800.0
200.1	123861.9
200.2	123923.79999999999
200.3	123985.70000000001
200.4	124047.6
200.5	124109.5
200.6	124171.4
200.7	124233.29999999999
200.8	124295.20000000001
200.9	124357.1
201.0	124419.0
201.1	124480.9
201.2	124542.79999999999
201.3	124604.70000000001
201.4	124666.6
201.5	124728.5
201.6	124790.4
201.7	124852.29999999999
201.8	124914.20000000001
201.9	124976.1
202.0	125038.0
202.1	125099.9
202.2	125161.79999999999
202.3	125223.70000000001
202.4	125285.6
202.5	125347.5
202.6	125409.4
202.7	125471.29999999999
202.8	125533.20000000001
202.9	125595.1
203.0	125657.0
203.1	125718.9
203.2	125780.79999999999
203.3	125842.70000000001
203.4	125904.6
203.5	125966.5
203.6	126028.4
203.7	126090.29999999999
203.8	126152.20000000001
203.9	126214.1
204.0	126276.0
204.1	126337.9
204.2	126399.79999999999
204.3	126461.70000000001
204.4	126523.6
204.5	126585.5
204.6	126647.4
204.7	126709.29999999999
204.8	126771.20000000001
204.9	126833.1
205.0	126895.0
205.1	126956.9
205.2	127018.79999999999
205.3	127080.70000000001
205.4	127142.6
205.5	127204.5
205.6	127266.4
205.7	127328.29999999999
205.8	127390.20000000001
205.9	127452.1
206.0	127514.0
206.1	127575.9
206.2	127637.79999999999
206.3	127699.70000000001
206.4	127761.6
206.5	127823.5
206.6	127885.4
206.7	127947.29999999999
206.8	128009.20000000001
206.9	128071.1
207.0	128133.0
207.1	128194.9
207.2	128256.79999999999
207.3	128318.70000000001
207.4	128380.6
207.5	128442.5
207.6	128504.4
207.7	128566.29999999999
207.8	128628.20000000001
207.9	128690.1
208.0	128752.0
208.1	128813.9
208.2	128875.79999999999
208.3	128937.70000000001
208.4	128999.6
208.5	129061.5
208.6	129123.4
208.7	129185.29999999999
208.8	129247.20000000001
208.9	129309.1
209.0	129371.0
209.1	129432.9
209.2	129494.79999999999
209.3	129556.70000000001
209.4	129618.6
209.5	129680.5
209.6	129742.4
209.7	129804.29999999999
209.8	129866.20000000001
209.9	129928.1
210.0	129990.0
210.1	130051.9
210.2	130113.79999999999
210.3	130175.70000000001
210.4	130237.6
210.5	130299.5
210.6	130361.4
210.7	130423.29999999999
210.8	130485.20000000001
210.9	130547.1
211.0	130609.0
211.1	130670.9
211.2	130732.79999999999
211.3	130794.70000000001
211.4	130856.6
211.5	130918.5
211.6	130980.4
211.7	131042.29999999999
211.8	131104.2
211.9	131166.1
212.0	131228.0
212.1	131289.9
212.2	131351.8
212.3	131413.7
212.4	131475.6
212.5	131537.5
212.6	131599.4
212.7	131661.3
212.8	131723.2
212.9	131785.1
213.0	131847.0
213.1	131908.9
213.2	131970.8
213.3	132032.7
213.4	132094.6
213.5	132156.5
213.6	132218.4
213.7	132280.3
213.8	132342.2
213.9	132404.1
214.0	132466.0
214.1	132527.9
214.2	132589.8
214.3	132651.7
214.4	132713.6
214.5	132775.5
214.6	132837.4
214.7	132899.3
214.8	132961.2
214.9	133023.1
215.0	133085.0
215.1	133146.9
215.2	133208.8
215.3	133270.7
215.4	133332.6
215.5	133394.5
215.6	133456.4
215.7	133518.3
215.8	133580.2
215.9	133642.1
216.0	133704.0
216.1	133765.9
216.2	133827.8
216.3	133889.7
216.4	133951.6
216.5	134013.5
216.6	134075.4
216.7	134137.3
216.8	134199.2
216.9	134261.1
217.0	134323.0
217.1	134384.9
217.2	134446.8
217.3	134508.7
217.4	134570.6
217.5	134632.5
217.6	134694.4
217.7	134756.3
217.8	134818.2
217.9	134880.1
218.0	134942.0
218.1	135003.9
218.2	135065.8
218.3	135127.7
218.4	135189.6
218.5	135251.5
218.6	135313.4
218.7	135375.3
218.8	135437.2
218.9	135499.1
219.0	135561.0
219.1	135622.9
219.2	135684.8
219.3	135746.7
219.4	135808.6
219.5	135870.5
219.6	135932.4
219.7	135994.3
219.8	136056.2
219.9	136118.1
220.0	136180.0
220.1	136241.9
220.2	136303.8
220.3	136365.7
220.4	136427.6
220.5	136489.5
220.6	136551.4
220.7	136613.3
220.8	136675.2
220.9	136737.1
221.0	136799.0
221.1	136860.9
221.2	136922.8
221.3	136984.7
221.4	137046.6
221.5	137108.5
221.6	137170.4
221.7	137232.3
221.8	137294.2
221.9	137356.1
222.0	137418.0
222.1	137479.9
222.2	137541.8
222.3	137603.7
222.4	137665.6
222.5	137727.5
222.6	137789.4
222.7	137851.3
222.8	137913.2
222.9	137975.1
223.0	138037.0
223.1	138098.9
223.2	138160.8
223.3	138222.7
223.4	138284.6
223.5	138346.5
223.6	138408.4
223.7	138470.3
223.8	138532.2
223.9	138594.1
224.0	138656.0
224.1	138717.9
224.2	138779.8
224.3	138841.7
224.4	138903.6
224.5	138965.5
224.6	139027.4
224.7	139089.3
224.8	139151.2
224.9	139213.1
225.0	139275.0
225.1	139336.9
225.2	139398.8
225.3	139460.7
225.4	139522.6
225.5	139584.5
225.6	139646.4
225.7	139708.3
225.8	139770.2
225.9	139832.1
226.0	139894.0
226.1	139955.9
226.2	140017.8
226.3	140079.7
226.4	140141.6
226.5	140203.5
226.6	140265.4
226.7	140327.3
226.8	140389.2
226.9	140451.1
227.0	140513.0
227.1	140574.9
227.2	140636.8
227.3	140698.7
227.4	140760.6
227.5	140822.5
227.6	140884.4
227.7	140946.3
227.8	141008.2
227.9	141070.1
228.0	141132.0
228.1	141193.9
228.2	141255.8
228.3	141317.7
228.4	141379.6
228.5	141441.5
228.6	141503.4
228.7	141565.3
228.8	141627.2
228.9	141689.1
229.0	141751.0
229.1	141812.9
229.2	141874.8
229.3	141936.7
229.4	141998.6
229.5	142060.5
229.6	142122.4
229.7	142184.3
229.8	142246.2
229.9	142308.1
230.0	142370.0
230.1	142431.9
230.2	142493.8
230.3	142555.7
230.4	142617.6
230.5	142679.5
230.6	142741.4
230.7	142803.3
230.8	142865.2
230.9	142927.1
231.0	142989.0
231.1	143050.9
231.2	143112.8
231.3	143174.7
231.4	143236.6
231.5	143298.5
231.6	143360.4
231.7	143422.3
231.8	143484.2
231.9	143546.1
232.0	143608.0
232.1	143669.9
232.2	143731.8
232.3	143793.7
232.4	143855.6
232.5	143917.5
232.6	143979.4
232.7	144041.3
232.8	144103.2
232.9	144165.1
233.0	144227.0
233.1	144288.9
233.2	144350.8
233.3	144412.7
233.4	144474.6
233.5	144536.5
233.6	144598.4
233.7	144660.3
233.8	144722.2
233.9	144784.1
234.0	144846.0
234.1	144907.9
234.2	144969.8
234.3	145031.7
234.4	145093.6
234.5	145155.5
234.6	145217.4
234.7	145279.3
234.8	145341.2
234.9	145403.1
235.0	145465.0
235.1	145526.9
235.2	145588.8
235.3	145650.7
235.4	145712.6
235.5	145774.5
235.6	145836.4
235.7	145898.3
235.8	145960.2
235.9	146022.1
236.0	146084.0
236.1	146145.9
236.2	146207.8
236.3	146269.7
236.4	146331.6
236.5	146393.5
236.6	146455.4
236.7	146517.3
236.8	146579.2
236.9	146641.1
237.0	146703.0
237.1	146764.9
237.2	146826.8
237.3	146888.7
237.4	146950.6
237.5	147012.5
237.6	147074.4
237.7	147136.3
237.8	147198.2
237.9	147260.1
238.0	147322.0
238.1	147383.9
238.2	147445.8
238.3	147507.7
238.4	147569.6
238.5	147631.5
238.6	147693.4
238.7	147755.3
238.8	147817.2
238.9	147879.1
239.0	147941.0
239.1	148002.9
239.2	148064.8
239.3	148126.7
239.4	148188.6
239.5	148250.5
239.6	148312.4
239.7	148374.3
239.8	148436.2
239.9	148498.1
240.0	148560.0
240.1	148621.9
240.2	148683.8
240.3	148745.7
240.4	148807.6
240.5	148869.5
240.6	148931.4
240.7	148993.3
240.8	149055.2
240.9	149117.1
241.0	149179.0
241.1	149240.9
241.2	149302.8
241.3	149364.7
241.4	149426.6
241.5	149488.5
241.6	149550.4
241.7	149612.3
241.8	149674.2
241.9	149736.1
242.0	149798.0
242.1	149859.9
242.2	149921.8
242.3	149983.7
242.4	150045.6
242.5	150107.5
242.6	150169.4
242.7	150231.3
242.8	150293.2
242.9	150355.1
243.0	150417.0
243.1	150478.9
243.2	150540.8
243.3	150602.7
243.4	150664.6
243.5	150726.5
243.6	150788.4
243.7	150850.3
243.8	150912.2
243.9	150974.1
244.0	151036.0
244.1	151097.9
244.2	151159.8
244.3	151221.7
244.4	151283.6
244.5	151345.5
244.6	151407.4
244.7	151469.3
244.8	151531.2
244.9	151593.1
245.0	151655.0
245.1	151716.9
245.2	151778.8
245.3	151840.7
245.4	151902.6
245.5	151964.5
245.6	152026.4
245.7	152088.3
245.8	152150.2
245.9	152212.1
246.0	152274.0
246.1	152335.9
246.2	152397.8
246.3	152459.7
246.4	152521.6
246.5	152583.5
246.6	152645.4
246.7	152707.3
246.8	152769.2
246.9	152831.1
247.0	152893.0
247.1	152954.9
247.2	153016.8
247.3	153078.7
247.4	153140.6
247.5	153202.5
247.6	153264.4
247.7	153326.3
247.8	153388.2
247.9	153450.1
248.0	153512.0
248.1	153573.9
248.2	153635.8
248.3	153697.7
248.4	153759.6
248.5	153821.5
248.6	153883.4
248.7	153945.3
248.8	154007.2
248.9	154069.1
249.0	154131.0
249.1	154192.9
249.2	154254.8
249.3	154316.7
249.4	154378.6
249.5	154440.5
249.6	154502.4
249.7	154564.3
249.8	154626.2
249.9	154688.1
250.0	154750.0
250.1	154811.9
250.2	154873.8
250.3	154935.7
250.4	154997.6
250.5	155059.5
250.6	155121.4
250.7	155183.3
250.8	155245.2
250.9	155307.1
251.0	155369.0
251.1	155430.9
251.2	155492.8
251.3	155554.7
251.4	155616.6
251.5	155678.5
251.6	155740.4
251.7	155802.3
251.8	155864.2
251.9	155926.1
252.0	155988.0
252.1	156049.9
252.2	156111.8
252.3	156173.7
252.4	156235.6
252.5	156297.5
252.6	156359.4
252.7	156421.3
252.8	156483.2
252.9	156545.1
253.0	156607.0
253.1	156668.9
253.2	156730.8
253.3	156792.7
253.4	156854.6
253.5	156916.5
253.6	156978.4
253.7	157040.3
253.8	157102.2
253.9	157164.1
254.0	157226.0
254.1	157287.9
254.2	157349.8
254.3	157411.7
254.4	157473.6
254.5	157535.5
254.6	157597.4
254.7	157659.3
254.8	157721.2
254.9	157783.1
255.0	157845.0
255.1	157906.9
255.2	157968.8
255.3	158030.7
255.4	158092.6
255.5	158154.5
255.6	158216.4
255.7	158278.3
255.8	158340.2
255.9	158402.1
256.0	158464.0
256.1	158525.90000000002
256.2	158587.8
256.3	158649.7
256.4	158711.59999999998
256.5	158773.5
256.6	158835.40000000002
256.7	158897.3
256.8	158959.2
256.9	159021.09999999998
257.0	159083.0
257.1	159144.90000000002
257.2	159206.8
257.3	159268.7
257.4	159330.59999999998
257.5	159392.5
257.6	159454.40000000002
257.7	159516.3
257.8	159578.2
257.9	159640.09999999998
258.0	159702.0
258.1	159763.90000000002
258.2	159825.8
258.3	159887.7
258.4	159949.59999999998
258.5	160011.5
258.6	160073.40000000002
258.7	160135.3
258.8	160197.2
258.9	160259.09999999998
259.0	160321.0
259.1	160382.90000000002
259.2	160444.8
259.3	160506.7
259.4	160568.59999999998
259.5	160630.5
259.6	160692.40000000002
259.7	160754.3
259.8	160816.2
259.9	160878.09999999998
260.0	160940.0
260.1	161001.90000000002
260.2	161063.8
260.3	161125.7
260.4	161187.59999999998
260.5	161249.5
260.6	161311.40000000002
260.7	161373.3
260.8	161435.2
260.9	161497.09999999998
261.0	161559.0
261.1	161620.90000000002
261.2	161682.8
261.3	161744.7
261.4	161806.59999999998
261.5	161868.5
261.6	161930.40000000002
261.7	161992.3
261.8	162054.2
261.9	162116.09999999998
262.0	162178.0
262.1	162239.90000000002
262.2	162301.8
262.3	162363.7
262.4	162425.59999999998
262.5	162487.5
262.6	162549.40000000002
262.7	162611.3
262.8	162673.2
262.9	162735.09999999998
263.0	162797.0
263.1	162858.90000000002
263.2	162920.8
263.3	162982.7
263.4	163044.59999999998
263.5	163106.5
263.6	163168.40000000002
263.7	163230.3
263.8	163292.2
263.9	163354.09999999998
264.0	163416.0
264.1	163477.90000000002
264.2	163539.8
264.3	163601.7
264.4	163663.59999999998
264.5	163725.5
264.6	163787.40000000002
264.7	163849.3
264.8	163911.2
264.9	163973.09999999998
265.0	164035.0
265.1	164096.90000000002
265.2	164158.8
265.3	164220.7
265.4	164282.59999999998
265.5	164344.5
265.6	164406.40000000002
265.7	164468.3
265.8	164530.2
265.9	164592.09999999998
266.0	164654.0
266.1	164715.90000000002
266.2	164777.8
266.3	164839.7
266.4	164901.59999999998
266.5	164963.5
266.6	165025.40000000002
266.7	165087.3
266.8	165149.2
266.9	165211.09999999998
267.0	165273.0
267.1	165334.90000000002
267.2	165396.8
267.3	165458.7
267.4	165520.59999999998
267.5	165582.5
267.6	165644.40000000002
267.7	165706.3
267.8	165768.2
267.9	165830.09999999998
268.0	165892.0
268.1	165953.90000000002
268.2	166015.8
268.3	166077.7
268.4	166139.59999999998
268.5	166201.5
268.6	166263.40000000002
268.7	166325.3
268.8	166387.2
268.9	166449.09999999998
269.0	166511.0
269.1	166572.90000000002
269.2	166634.8
269.3	166696.7
269.4	166758.59999999998
269.5	166820.5
269.6	166882.40000000002
269.7	166944.3
269.8	167006.2
269.9	167068.09999999998
270.0	167130.0
270.1	167191.90000000002
270.2	167253.8
270.3	167315.7
270.4	167377.59999999998
270.5	167439.5
270.6	167501.40000000002
270.7	167563.3
270.8	167625.2
270.9	167687.09999999998
271.0	167749.0
271.1	167810.90000000002
271.2	167872.8
271.3	167934.7
271.4	167996.59999999998
271.5	168058.5
271.6	168120.40000000002
271.7	168182.3
271.8	168244.2
271.9	168306.09999999998
272.0	168368.0
272.1	168429.90000000002
272.2	168491.8
272.3	168553.7
272.4	168615.59999999998
272.5	168677.5
272.6	168739.40000000002
272.7	168801.3
272.8	168863.2
272.9	168925.09999999998
273.0	168987.0
273.1	169048.90000000002
273.2	169110.8
273.3	169172.7
273.4	169234.59999999998
273.5	169296.5
273.6	169358.40000000002
273.7	169420.3
273.8	169482.2
273.9	169544.09999999998
274.0	169606.0
274.1	169667.90000000002
274.2	169729.8
274.3	169791.7
274.4	169853.59999999998
274.5	169915.5
274.6	169977.40000000002
274.7	170039.3
274.8	170101.2
274.9	170163.09999999998
275.0	170225.0
275.1	170286.90000000002
275.2	170348.8
275.3	170410.7
275.4	170472.59999999998
275.5	170534.5
275.6	170596.40000000002
275.7	170658.3
275.8	170720.2
275.9	170782.09999999998
276.0	170844.0
276.1	170905.90000000002
276.2	170967.8
276.3	171029.7
276.4	171091.59999999998
276.5	171153.5
276.6	171215.40000000002
276.7	171277.3
276.8	171339.2
276.9	171401.09999999998
277.0	171463.0
277.1	171524.90000000002
277.2	171586.8
277.3	171648.7
277.4	171710.59999999998
277.5	171772.5
277.6	171834.40000000002
277.7	171896.3
277.8	171958.2
277.9	172020.09999999998
278.0	172082.0
278.1	172143.90000000002
278.2	172205.8
278.3	172267.7
278.4	172329.59999999998
278.5	172391.5
278.6	172453.40000000002
278.7	172515.3
278.8	172577.2
278.9	172639.09999999998
279.0	172701.0
279.1	172762.90000000002
279.2	172824.8
279.3	172886.7
279.4	172948.59999999998
279.5	173010.5
279.6	173072.40000000002
279.7	173134.3
279.8	173196.2
279.9	173258.09999999998
280.0	173320.0
280.1	173381.90000000002
280.2	173443.8
280.3	173505.7
280.4	173567.59999999998
280.5	173629.5
280.6	173691.40000000002
280.7	173753.3
280.8	173815.2
280.9	173877.09999999998
281.0	173939.0
281.1	174000.90000000002
281.2	174062.8
281.3	174124.7
281.4	174186.59999999998
281.5	174248.5
281.6	174310.40000000002
281.7	174372.3
281.8	174434.2
281.9	174496.09999999998
282.0	174558.0
282.1	174619.90000000002
282.2	174681.8
282.3	174743.7
282.4	174805.59999999998
282.5	174867.5
282.6	174929.40000000002
282.7	174991.3
282.8	175053.2
282.9	175115.09999999998
283.0	175177.0
283.1	175238.90000000002
283.2	175300.8
283.3	175362.7
283.4	175424.59999999998
283.5	175486.5
283.6	175548.40000000002
