T [K]	C_m [J/m^3/K]
112.7	1721.4524495677324
112.8	1721.4524495677324
112.9	1721.4524495677324
113.0	1721.4524495677324
113.1	1721.4524495677324
113.2	1721.4524495677324
113.3	1721.4524495677324
113.4	1721.4524495677324
113.5	1721.4524495677324
113.6	1721.4524495677324
113.7	1721.4524495677324
113.8	1721.4524495677324
113.9	1721.4524495677324
114.0	1721.4524495677324
114.1	1721.4524495677324
114.2	1721.4524495677324
114.3	1721.4524495677324
114.4	1721.4524495677324
114.5	1721.4524495677324
114.6	1721.4524495677324
114.7	1721.4524495677324
114.8	1721.4524495677324
114.9	1721.4524495677324
115.0	1721.4524495677324
115.1	1721.4524495677324
115.2	1721.4524495677324
115.3	1721.4524495677324
115.4	1721.4524495677324
115.5	1721.4524495677324
115.6	1721.4524495677324
115.7	1721.4524495677324
115.8	1721.4524495677324
115.9	1721.4524495677324
116.0	1721.4524495677324
116.1	1721.4524495677324
116.2	1721.4524495677324
116.3	1721.4524495677324
116.4	1721.4524495677324
116.5	1721.4524495677324
116.6	1721.4524495677324
116.7	1721.4524495677324
116.8	1721.4524495677324
116.9	1721.4524495677324
117.0	1721.4524495677324
117.1	1721.4524495677324
117.2	1721.4524495677324
117.3	1721.4524495677324
117.4	1721.4524495677324
117.5	1721.4524495677324
117.6	1721.4524495677324
117.7	1721.4524495677324
117.8	1721.4524495677324
117.9	1721.4524495677324
118.0	1721.4524495677324
118.1	1721.4524495677324
118.2	1721.4524495677324
118.3	1721.4524495677324
118.4	1721.4524495677324
118.5	1721.4524495677324
118.6	1721.4524495677324
118.7	1721.4524495677324
118.8	1721.4524495677324
118.9	1721.4524495677324
119.0	1721.4524495677324
119.1	1721.4524495677324
119.2	1721.4524495677324
119.3	1721.4524495677324
119.4	1721.4524495677324
119.5	1721.4524495677324
119.6	1721.4524495677324
119.7	1721.4524495677324
119.8	1721.4524495677324
119.9	1721.4524495677324
120.0	1721.4524495677324
120.1	1721.4524495677324
120.2	1721.4524495677324
120.3	1721.4524495677324
120.4	1721.4524495677324
120.5	1721.4524495677324
120.6	1721.4524495677324
120.7	1721.4524495677324
120.8	1721.4524495677324
120.9	1721.4524495677324
121.0	1721.4524495677324
121.1	1721.4524495677324
121.2	1721.4524495677324
121.3	1721.4524495677324
121.4	1721.4524495677324
121.5	1721.4524495677324
121.6	1721.4524495677324
121.7	1721.4524495677324
121.8	1721.4524495677324
121.9	1721.4524495677324
122.0	1721.4524495677324
122.1	1721.4524495677324
122.2	1721.4524495677324
122.3	1721.4524495677324
122.4	1721.4524495677324
122.5	1721.4524495677324
122.6	1721.4524495677324
122.7	1721.4524495677324
122.8	1721.4524495677324
122.9	1721.4524495677324
123.0	1721.4524495677324
123.1	1721.4524495677324
123.2	1721.4524495677324
123.3	1721.4524495677324
123.4	1721.4524495677324
123.5	1721.4524495677324
123.6	1721.4524495677324
123.7	1721.4524495677324
123.8	1721.4524495677324
123.9	1721.4524495677324
124.0	1721.4524495677324
124.1	1721.4524495677324
124.2	1721.4524495677324
124.3	1721.4524495677324
124.4	1721.4524495677324
124.5	1721.4524495677324
124.6	1721.4524495677324
124.7	1721.4524495677324
124.8	1721.4524495677324
124.9	1721.4524495677324
125.0	1721.4524495677324
125.1	1721.4524495677324
125.2	1721.4524495677324
125.3	1721.4524495677324
125.4	1721.4524495677324
125.5	1721.4524495677324
125.6	1721.4524495677324
125.7	1721.4524495677324
125.8	1721.4524495677324
125.9	1721.4524495677324
126.0	1721.4524495677324
126.1	1721.4524495677324
126.2	1721.4524495677324
126.3	1721.4524495677324
126.4	1721.4524495677324
126.5	1721.4524495677324
126.6	1721.4524495677324
126.7	1721.4524495677324
126.8	1721.4524495677324
126.9	1721.4524495677324
127.0	1721.4524495677324
127.1	1721.4524495677324
127.2	1721.4524495677324
127.3	1721.4524495677324
127.4	1721.4524495677324
127.5	1721.4524495677324
127.6	1721.4524495677324
127.7	1721.4524495677324
127.8	1721.4524495677324
127.9	1721.4524495677324
128.0	1721.4524495677324
128.1	1721.4524495677324
128.2	1721.4524495677324
128.3	1721.4524495677324
128.4	1721.4524495677324
128.5	1721.4524495677324
128.6	1721.4524495677324
128.7	1721.4524495677324
128.8	1721.4524495677324
128.9	1721.4524495677324
129.0	1721.4524495677324
129.1	1721.4524495677324
129.2	1721.4524495677324
129.3	1721.4524495677324
129.4	1721.4524495677324
129.5	1721.4524495677324
129.6	1721.4524495677324
129.7	1721.4524495677324
129.8	1721.4524495677324
129.9	1721.4524495677324
130.0	1721.4524495677324
130.1	1721.4524495677324
130.2	1721.4524495677324
130.3	1721.4524495677324
130.4	1721.4524495677324
130.5	1721.4524495677324
130.6	1721.4524495677324
130.7	1721.4524495677324
130.8	1721.4524495677324
130.9	1721.4524495677324
131.0	1721.4524495677324
131.1	1721.4524495677324
131.2	1721.4524495677324
131.3	1721.4524495677324
131.4	1721.4524495677324
131.5	1721.4524495677324
131.6	1721.4524495677324
131.7	1721.4524495677324
131.8	1721.4524495677324
131.9	1721.4524495677324
132.0	1721.4524495677324
132.1	1721.4524495677324
132.2	1721.4524495677324
132.3	1721.4524495677324
132.4	1721.4524495677324
132.5	1721.4524495677324
132.6	1721.4524495677324
132.7	1721.4524495677324
132.8	1721.4524495677324
132.9	1721.4524495677324
133.0	1721.4524495677324
133.1	1721.4524495677324
133.2	1721.4524495677324
133.3	1721.4524495677324
133.4	1721.4524495677324
133.5	1721.4524495677324
133.6	1721.4524495677324
133.7	1721.4524495677324
133.8	1721.4524495677324
133.9	1721.4524495677324
134.0	1721.4524495677324
134.1	1721.4524495677324
134.2	1721.4524495677324
134.3	1721.4524495677324
134.4	1721.4524495677324
134.5	1721.4524495677324
134.6	1721.4524495677324
134.7	1721.4524495677324
134.8	1721.4524495677324
134.9	1721.4524495677324
135.0	1721.4524495677324
135.1	1721.4524495677324
135.2	1721.4524495677324
135.3	1721.4524495677324
135.4	1721.4524495677324
135.5	1721.4524495677324
135.6	1721.4524495677324
135.7	1721.4524495677324
135.8	1721.4524495677324
135.9	1721.4524495677324
136.0	1721.4524495677324
136.1	1721.4524495677324
136.2	1721.4524495677324
136.3	1721.4524495677324
136.4	1721.4524495677324
136.5	1721.4524495677324
136.6	1721.4524495677324
136.7	1721.4524495677324
136.8	1721.4524495677324
136.9	1721.4524495677324
137.0	1721.4524495677324
137.1	1721.4524495677324
137.2	1721.4524495677324
137.3	1721.4524495677324
137.4	1721.4524495677324
137.5	1721.4524495677324
137.6	1721.4524495677324
137.7	1721.4524495677324
137.8	1721.4524495677324
137.9	1721.4524495677324
138.0	1721.4524495677324
138.1	1721.4524495677324
138.2	1721.4524495677324
138.3	1721.4524495677324
138.4	1721.4524495677324
138.5	1721.4524495677324
138.6	1721.4524495677324
138.7	1721.4524495677324
138.8	1721.4524495677324
138.9	1721.4524495677324
139.0	1721.4524495677324
139.1	1721.4524495677324
139.2	1721.4524495677324
139.3	1721.4524495677324
139.4	1721.4524495677324
139.5	1721.4524495677324
139.6	1721.4524495677324
139.7	1721.4524495677324
139.8	1721.4524495677324
139.9	1721.4524495677324
140.0	1721.4524495677324
140.1	1721.4524495677324
140.2	1721.4524495677324
140.3	1721.4524495677324
140.4	1721.4524495677324
140.5	1721.4524495677324
140.6	1721.4524495677324
140.7	1721.4524495677324
140.8	1721.4524495677324
140.9	1721.4524495677324
141.0	1721.4524495677324
141.1	1721.4524495677324
141.2	1721.4524495677324
141.3	1721.4524495677324
141.4	1721.4524495677324
141.5	1721.4524495677324
141.6	1721.4524495677324
141.7	1721.4524495677324
141.8	1721.4524495677324
141.9	1721.4524495677324
142.0	1721.4524495677324
142.1	1721.4524495677324
142.2	1721.4524495677324
142.3	1721.4524495677324
142.4	1721.4524495677324
142.5	1721.4524495677324
142.6	1721.4524495677324
142.7	1721.4524495677324
142.8	1721.4524495677324
142.9	1721.4524495677324
143.0	1721.4524495677324
143.1	1721.4524495677324
143.2	1721.4524495677324
143.3	1721.4524495677324
143.4	1721.4524495677324
143.5	1721.4524495677324
143.6	1721.4524495677324
143.7	1721.4524495677324
143.8	1721.4524495677324
143.9	1721.4524495677324
144.0	1721.4524495677324
144.1	1721.4524495677324
144.2	1721.4524495677324
144.3	1721.4524495677324
144.4	1721.4524495677324
144.5	1721.4524495677324
144.6	1721.4524495677324
144.7	1721.4524495677324
144.8	1721.4524495677324
144.9	1721.4524495677324
145.0	1721.4524495677324
145.1	1721.4524495677324
145.2	1721.4524495677324
145.3	1721.4524495677324
145.4	1721.4524495677324
145.5	1721.4524495677324
145.6	1721.4524495677324
145.7	1721.4524495677324
145.8	1721.4524495677324
145.9	1721.4524495677324
146.0	1721.4524495677324
146.1	1721.4524495677324
146.2	1721.4524495677324
146.3	1721.4524495677324
146.4	1721.4524495677324
146.5	1721.4524495677324
146.6	1721.4524495677324
146.7	1721.4524495677324
146.8	1721.4524495677324
146.9	1721.4524495677324
147.0	1721.4524495677324
147.1	1721.4524495677324
147.2	1721.4524495677324
147.3	1721.4524495677324
147.4	1721.4524495677324
147.5	1721.4524495677324
147.6	1721.4524495677324
147.7	1721.4524495677324
147.8	1721.4524495677324
147.9	1721.4524495677324
148.0	1721.4524495677324
148.1	1721.4524495677324
148.2	1721.4524495677324
148.3	1721.4524495677324
148.4	1721.4524495677324
148.5	1721.4524495677324
148.6	1721.4524495677324
148.7	1721.4524495677324
148.8	1721.4524495677324
148.9	1721.4524495677324
149.0	1721.4524495677324
149.1	1721.4524495677324
149.2	1721.4524495677324
149.3	1721.4524495677324
149.4	1721.4524495677324
149.5	1721.4524495677324
149.6	1721.4524495677324
149.7	1721.4524495677324
149.8	1721.4524495677324
149.9	1721.4524495677324
150.0	1721.4524495677324
150.1	1721.4524495677324
150.2	1721.4524495677324
150.3	1721.4524495677324
150.4	1721.4524495677324
150.5	1721.4524495677324
150.6	1721.4524495677324
150.7	1721.4524495677324
150.8	1721.4524495677324
150.9	1721.4524495677324
151.0	1721.4524495677324
151.1	1721.4524495677324
151.2	1721.4524495677324
151.3	1721.4524495677324
151.4	1721.4524495677324
151.5	1721.4524495677324
151.6	1721.4524495677324
151.7	1721.4524495677324
151.8	1721.4524495677324
151.9	1721.4524495677324
152.0	1721.4524495677324
152.1	1721.4524495677324
152.2	1721.4524495677324
152.3	1721.4524495677324
152.4	1721.4524495677324
152.5	1721.4524495677324
152.6	1721.4524495677324
152.7	1721.4524495677324
152.8	1721.4524495677324
152.9	1721.4524495677324
153.0	1721.4524495677324
153.1	1721.4524495677324
153.2	1721.4524495677324
153.3	1721.4524495677324
153.4	1721.4524495677324
153.5	1721.4524495677324
153.6	1721.4524495677324
153.7	1721.4524495677324
153.8	1721.4524495677324
153.9	1721.4524495677324
154.0	1721.4524495677324
154.1	1721.4524495677324
154.2	1721.4524495677324
154.3	1721.4524495677324
154.4	1721.4524495677324
154.5	1721.4524495677324
154.6	1721.4524495677324
154.7	1721.4524495677324
154.8	1721.4524495677324
154.9	1721.4524495677324
155.0	1721.4524495677324
155.1	1721.4524495677324
155.2	1721.4524495677324
155.3	1721.4524495677324
155.4	1721.4524495677324
155.5	1721.4524495677324
155.6	1721.4524495677324
155.7	1721.4524495677324
155.8	1721.4524495677324
155.9	1721.4524495677324
156.0	1721.4524495677324
156.1	1721.4524495677324
156.2	1721.4524495677324
156.3	1721.4524495677324
156.4	1721.4524495677324
156.5	1721.4524495677324
156.6	1721.4524495677324
156.7	1721.4524495677324
156.8	1721.4524495677324
156.9	1721.4524495677324
157.0	1721.4524495677324
157.1	1721.4524495677324
157.2	1721.4524495677324
157.3	1721.4524495677324
157.4	1721.4524495677324
157.5	1721.4524495677324
157.6	1721.4524495677324
157.7	1721.4524495677324
157.8	1721.4524495677324
157.9	1721.4524495677324
158.0	1721.4524495677324
158.1	1721.4524495677324
158.2	1721.4524495677324
158.3	1721.4524495677324
158.4	1721.4524495677324
158.5	1721.4524495677324
158.6	1721.4524495677324
158.7	1721.4524495677324
158.8	1721.4524495677324
158.9	1721.4524495677324
159.0	1721.4524495677324
159.1	1721.4524495677324
159.2	1721.4524495677324
159.3	1721.4524495677324
159.4	1721.4524495677324
159.5	1721.4524495677324
159.6	1721.4524495677324
159.7	1721.4524495677324
159.8	1721.4524495677324
159.9	1721.4524495677324
160.0	1721.4524495677324
160.1	1721.4524495677324
160.2	1721.4524495677324
160.3	1721.4524495677324
160.4	1721.4524495677324
160.5	1721.4524495677324
160.6	1721.4524495677324
160.7	1721.4524495677324
160.8	1721.4524495677324
160.9	1721.4524495677324
161.0	1721.4524495677324
161.1	1721.4524495677324
161.2	1721.4524495677324
161.3	1721.4524495677324
161.4	1721.4524495677324
161.5	1721.4524495677324
161.6	1721.4524495677324
161.7	1721.4524495677324
161.8	1721.4524495677324
161.9	1721.4524495677324
162.0	1721.4524495677324
162.1	1721.4524495677324
162.2	1721.4524495677324
162.3	1721.4524495677324
162.4	1721.4524495677324
162.5	1721.4524495677324
162.6	1721.4524495677324
162.7	1721.4524495677324
162.8	1721.4524495677324
162.9	1721.4524495677324
163.0	1721.4524495677324
163.1	1721.4524495677324
163.2	1721.4524495677324
163.3	1721.4524495677324
163.4	1721.4524495677324
163.5	1721.4524495677324
163.6	1721.4524495677324
163.7	1721.4524495677324
163.8	1721.4524495677324
163.9	1721.4524495677324
164.0	1721.4524495677324
164.1	1721.4524495677324
164.2	1721.4524495677324
164.3	1721.4524495677324
164.4	1721.4524495677324
164.5	1721.4524495677324
164.6	1721.4524495677324
164.7	1721.4524495677324
164.8	1721.4524495677324
164.9	1721.4524495677324
165.0	1721.4524495677324
165.1	1721.4524495677324
165.2	1721.4524495677324
165.3	1721.4524495677324
165.4	1721.4524495677324
165.5	1721.4524495677324
165.6	1721.4524495677324
165.7	1721.4524495677324
165.8	1721.4524495677324
165.9	1721.4524495677324
166.0	1721.4524495677324
166.1	1721.4524495677324
166.2	1721.4524495677324
166.3	1721.4524495677324
166.4	1721.4524495677324
166.5	1721.4524495677324
166.6	1721.4524495677324
166.7	1721.4524495677324
166.8	1721.4524495677324
166.9	1721.4524495677324
167.0	1721.4524495677324
167.1	1721.4524495677324
167.2	1721.4524495677324
167.3	1721.4524495677324
167.4	1721.4524495677324
167.5	1721.4524495677324
167.6	1721.4524495677324
167.7	1721.4524495677324
167.8	1721.4524495677324
167.9	1721.4524495677324
168.0	1721.4524495677324
168.1	1721.4524495677324
168.2	1721.4524495677324
168.3	1721.4524495677324
168.4	1721.4524495677324
168.5	1721.4524495677324
168.6	1721.4524495677324
168.7	1721.4524495677324
168.8	1721.4524495677324
168.9	1721.4524495677324
169.0	1721.4524495677324
169.1	1721.4524495677324
169.2	1721.4524495677324
169.3	1721.4524495677324
169.4	1721.4524495677324
169.5	1721.4524495677324
169.6	1721.4524495677324
169.7	1721.4524495677324
169.8	1721.4524495677324
169.9	1721.4524495677324
170.0	1721.4524495677324
170.1	1721.4524495677324
170.2	1721.4524495677324
170.3	1721.4524495677324
170.4	1721.4524495677324
170.5	1721.4524495677324
170.6	1721.4524495677324
170.7	1721.4524495677324
170.8	1721.4524495677324
170.9	1721.4524495677324
171.0	1721.4524495677324
171.1	1721.4524495677324
171.2	1721.4524495677324
171.3	1721.4524495677324
171.4	1721.4524495677324
171.5	1721.4524495677324
171.6	1721.4524495677324
171.7	1721.4524495677324
171.8	1721.4524495677324
171.9	1721.4524495677324
172.0	1721.4524495677324
172.1	1721.4524495677324
172.2	1721.4524495677324
172.3	1721.4524495677324
172.4	1721.4524495677324
172.5	1721.4524495677324
172.6	1721.4524495677324
172.7	1721.4524495677324
172.8	1721.4524495677324
172.9	1721.4524495677324
173.0	1721.4524495677324
173.1	1721.4524495677324
173.2	1721.4524495677324
173.3	1721.4524495677324
173.4	1721.4524495677324
173.5	1721.4524495677324
173.6	1721.4524495677324
173.7	1721.4524495677324
173.8	1721.4524495677324
173.9	1721.4524495677324
174.0	1721.4524495677324
174.1	1721.4524495677324
174.2	1721.4524495677324
174.3	1721.4524495677324
174.4	1721.4524495677324
174.5	1721.4524495677324
174.6	1721.4524495677324
174.7	1721.4524495677324
174.8	1721.4524495677324
174.9	1721.4524495677324
175.0	1721.4524495677324
175.1	1721.4524495677324
175.2	1721.4524495677324
175.3	1721.4524495677324
175.4	1721.4524495677324
175.5	1721.4524495677324
175.6	1721.4524495677324
175.7	1721.4524495677324
175.8	1721.4524495677324
175.9	1721.4524495677324
176.0	1721.4524495677324
176.1	1721.4524495677324
176.2	1721.4524495677324
176.3	1721.4524495677324
176.4	1721.4524495677324
176.5	1721.4524495677324
176.6	1721.4524495677324
176.7	1721.4524495677324
176.8	1721.4524495677324
176.9	1721.4524495677324
177.0	1721.4524495677324
177.1	1721.4524495677324
177.2	1721.4524495677324
177.3	1721.4524495677324
177.4	1721.4524495677324
177.5	1721.4524495677324
177.6	1721.4524495677324
177.7	1721.4524495677324
177.8	1721.4524495677324
177.9	1721.4524495677324
178.0	1721.4524495677324
178.1	1721.4524495677324
178.2	1721.4524495677324
178.3	1721.4524495677324
178.4	1721.4524495677324
178.5	1721.4524495677324
178.6	1721.4524495677324
178.7	1721.4524495677324
178.8	1721.4524495677324
178.9	1721.4524495677324
179.0	1721.4524495677324
179.1	1721.4524495677324
179.2	1721.4524495677324
179.3	1721.4524495677324
179.4	1721.4524495677324
179.5	1721.4524495677324
179.6	1721.4524495677324
179.7	1721.4524495677324
179.8	1721.4524495677324
179.9	1721.4524495677324
180.0	1721.4524495677324
180.1	1721.4524495677324
180.2	1721.4524495677324
180.3	1721.4524495677324
180.4	1721.4524495677324
180.5	1721.4524495677324
180.6	1721.4524495677324
180.7	1721.4524495677324
180.8	1721.4524495677324
180.9	1721.4524495677324
181.0	1721.4524495677324
181.1	1721.4524495677324
181.2	1721.4524495677324
181.3	1721.4524495677324
181.4	1721.4524495677324
181.5	1721.4524495677324
181.6	1721.4524495677324
181.7	1721.4524495677324
181.8	1721.4524495677324
181.9	1721.4524495677324
182.0	1721.4524495677324
182.1	1721.4524495677324
182.2	1721.4524495677324
182.3	1721.4524495677324
182.4	1721.4524495677324
182.5	1721.4524495677324
182.6	1721.4524495677324
182.7	1721.4524495677324
182.8	1721.4524495677324
182.9	1721.4524495677324
183.0	1721.4524495677324
183.1	1721.4524495677324
183.2	1721.4524495677324
183.3	1721.4524495677324
183.4	1721.4524495677324
183.5	1721.4524495677324
183.6	1721.4524495677324
183.7	1721.4524495677324
183.8	1721.4524495677324
183.9	1721.4524495677324
184.0	1721.4524495677324
184.1	1721.4524495677324
184.2	1721.4524495677324
184.3	1721.4524495677324
184.4	1721.4524495677324
184.5	1721.4524495677324
184.6	1721.4524495677324
184.7	1721.4524495677324
184.8	1721.4524495677324
184.9	1721.4524495677324
185.0	1721.4524495677324
185.1	1721.4524495677324
185.2	1721.4524495677324
185.3	1721.4524495677324
185.4	1721.4524495677324
185.5	1721.4524495677324
185.6	1721.4524495677324
185.7	1721.4524495677324
185.8	1721.4524495677324
185.9	1721.4524495677324
186.0	1721.4524495677324
186.1	1721.4524495677324
186.2	1721.4524495677324
186.3	1721.4524495677324
186.4	1721.4524495677324
186.5	1721.4524495677324
186.6	1721.4524495677324
186.7	1721.4524495677324
186.8	1721.4524495677324
186.9	1721.4524495677324
187.0	1721.4524495677324
187.1	1721.4524495677324
187.2	1721.4524495677324
187.3	1721.4524495677324
187.4	1721.4524495677324
187.5	1721.4524495677324
187.6	1721.4524495677324
187.7	1721.4524495677324
187.8	1721.4524495677324
187.9	1721.4524495677324
188.0	1721.4524495677324
188.1	1721.4524495677324
188.2	1721.4524495677324
188.3	1721.4524495677324
188.4	1721.4524495677324
188.5	1721.4524495677324
188.6	1721.4524495677324
188.7	1721.4524495677324
188.8	1721.4524495677324
188.9	1721.4524495677324
189.0	1721.4524495677324
189.1	1721.4524495677324
189.2	1721.4524495677324
189.3	1721.4524495677324
189.4	1721.4524495677324
189.5	1721.4524495677324
189.6	1721.4524495677324
189.7	1721.4524495677324
189.8	1721.4524495677324
189.9	1721.4524495677324
190.0	1721.4524495677324
190.1	1721.4524495677324
190.2	1721.4524495677324
190.3	1721.4524495677324
190.4	1721.4524495677324
190.5	1721.4524495677324
190.6	1721.4524495677324
190.7	1721.4524495677324
190.8	1721.4524495677324
190.9	1721.4524495677324
191.0	1721.4524495677324
191.1	1721.4524495677324
191.2	1721.4524495677324
191.3	1721.4524495677324
191.4	1721.4524495677324
191.5	1721.4524495677324
191.6	1721.4524495677324
191.7	1721.4524495677324
191.8	1721.4524495677324
191.9	1721.4524495677324
192.0	1721.4524495677324
192.1	1721.4524495677324
192.2	1721.4524495677324
192.3	1721.4524495677324
192.4	1721.4524495677324
192.5	1721.4524495677324
192.6	1721.4524495677324
192.7	1721.4524495677324
192.8	1721.4524495677324
192.9	1721.4524495677324
193.0	1721.4524495677324
193.1	1721.4524495677324
193.2	1721.4524495677324
193.3	1721.4524495677324
193.4	1721.4524495677324
193.5	1721.4524495677324
193.6	1721.4524495677324
193.7	1721.4524495677324
193.8	1721.4524495677324
193.9	1721.4524495677324
194.0	1721.4524495677324
194.1	1721.4524495677324
194.2	1721.4524495677324
194.3	1721.4524495677324
194.4	1721.4524495677324
194.5	1721.4524495677324
194.6	1721.4524495677324
194.7	1721.4524495677324
194.8	1721.4524495677324
194.9	1721.4524495677324
195.0	1721.4524495677324
195.1	1721.4524495677324
195.2	1721.4524495677324
195.3	1721.4524495677324
195.4	1721.4524495677324
195.5	1721.4524495677324
195.6	1721.4524495677324
195.7	1721.4524495677324
195.8	1721.4524495677324
195.9	1721.4524495677324
196.0	1721.4524495677324
196.1	1721.4524495677324
196.2	1721.4524495677324
196.3	1721.4524495677324
196.4	1721.4524495677324
196.5	1721.4524495677324
196.6	1721.4524495677324
196.7	1721.4524495677324
196.8	1721.4524495677324
196.9	1721.4524495677324
197.0	1721.4524495677324
197.1	1721.4524495677324
197.2	1721.4524495677324
197.3	1721.4524495677324
197.4	1721.4524495677324
197.5	1721.4524495677324
197.6	1721.4524495677324
197.7	1721.4524495677324
197.8	1721.4524495677324
197.9	1721.4524495677324
198.0	1721.4524495677324
198.1	1721.4524495677324
198.2	1721.4524495677324
198.3	1721.4524495677324
198.4	1721.4524495677324
198.5	1721.4524495677324
198.6	1721.4524495677324
198.7	1721.4524495677324
198.8	1721.4524495677324
198.9	1721.4524495677324
199.0	1721.4524495677324
199.1	1721.4524495677324
199.2	1721.4524495677324
199.3	1721.4524495677324
199.4	1721.4524495677324
199.5	1721.4524495677324
199.6	1721.4524495677324
199.7	1721.4524495677324
199.8	1721.4524495677324
199.9	1721.4524495677324
200.0	1721.4524495677324
200.1	1721.4524495677324
200.2	1721.4524495677324
200.3	1721.4524495677324
200.4	1721.4524495677324
200.5	1721.4524495677324
200.6	1721.4524495677324
200.7	1721.4524495677324
200.8	1721.4524495677324
200.9	1721.4524495677324
201.0	1721.4524495677324
201.1	1721.4524495677324
201.2	1721.4524495677324
201.3	1721.4524495677324
201.4	1721.4524495677324
201.5	1721.4524495677324
201.6	1721.4524495677324
201.7	1721.4524495677324
201.8	1721.4524495677324
201.9	1721.4524495677324
202.0	1721.4524495677324
202.1	1721.4524495677324
202.2	1721.4524495677324
202.3	1721.4524495677324
202.4	1721.4524495677324
202.5	1721.4524495677324
202.6	1721.4524495677324
202.7	1721.4524495677324
202.8	1721.4524495677324
202.9	1721.4524495677324
203.0	1721.4524495677324
203.1	1721.4524495677324
203.2	1721.4524495677324
203.3	1721.4524495677324
203.4	1721.4524495677324
203.5	1721.4524495677324
203.6	1721.4524495677324
203.7	1721.4524495677324
203.8	1721.4524495677324
203.9	1721.4524495677324
204.0	1721.4524495677324
204.1	1721.4524495677324
204.2	1721.4524495677324
204.3	1721.4524495677324
204.4	1721.4524495677324
204.5	1721.4524495677324
204.6	1721.4524495677324
204.7	1721.4524495677324
204.8	1721.4524495677324
204.9	1721.4524495677324
205.0	1721.4524495677324
205.1	1721.4524495677324
205.2	1721.4524495677324
205.3	1721.4524495677324
205.4	1721.4524495677324
205.5	1721.4524495677324
205.6	1721.4524495677324
205.7	1721.4524495677324
205.8	1721.4524495677324
205.9	1721.4524495677324
206.0	1721.4524495677324
206.1	1721.4524495677324
206.2	1721.4524495677324
206.3	1721.4524495677324
206.4	1721.4524495677324
206.5	1721.4524495677324
206.6	1721.4524495677324
206.7	1721.4524495677324
206.8	1721.4524495677324
206.9	1721.4524495677324
207.0	1721.4524495677324
207.1	1721.4524495677324
207.2	1721.4524495677324
207.3	1721.4524495677324
207.4	1721.4524495677324
207.5	1721.4524495677324
207.6	1721.4524495677324
207.7	1721.4524495677324
207.8	1721.4524495677324
207.9	1721.4524495677324
208.0	1721.4524495677324
208.1	1721.4524495677324
208.2	1721.4524495677324
208.3	1721.4524495677324
208.4	1721.4524495677324
208.5	1721.4524495677324
208.6	1721.4524495677324
208.7	1721.4524495677324
208.8	1721.4524495677324
208.9	1721.4524495677324
209.0	1721.4524495677324
209.1	1721.4524495677324
209.2	1721.4524495677324
209.3	1721.4524495677324
209.4	1721.4524495677324
209.5	1721.4524495677324
209.6	1721.4524495677324
209.7	1721.4524495677324
209.8	1721.4524495677324
209.9	1721.4524495677324
210.0	1721.4524495677324
210.1	1721.4524495677324
210.2	1721.4524495677324
210.3	1721.4524495677324
210.4	1721.4524495677324
210.5	1721.4524495677324
210.6	1721.4524495677324
210.7	1721.4524495677324
210.8	1721.4524495677324
210.9	1721.4524495677324
211.0	1721.4524495677324
211.1	1721.4524495677324
211.2	1721.4524495677324
211.3	1721.4524495677324
211.4	1721.4524495677324
211.5	1721.4524495677324
211.6	1721.4524495677324
211.7	1721.4524495677324
211.8	1721.4524495677324
211.9	1721.4524495677324
212.0	1721.4524495677324
212.1	1721.4524495677324
212.2	1721.4524495677324
212.3	1721.4524495677324
212.4	1721.4524495677324
212.5	1721.4524495677324
212.6	1721.4524495677324
212.7	1721.4524495677324
212.8	1721.4524495677324
212.9	1721.4524495677324
213.0	1721.4524495677324
213.1	1721.4524495677324
213.2	1721.4524495677324
213.3	1721.4524495677324
213.4	1721.4524495677324
213.5	1721.4524495677324
213.6	1721.4524495677324
213.7	1721.4524495677324
213.8	1721.4524495677324
213.9	1721.4524495677324
214.0	1721.4524495677324
214.1	1721.4524495677324
214.2	1721.4524495677324
214.3	1721.4524495677324
214.4	1721.4524495677324
214.5	1721.4524495677324
214.6	1721.4524495677324
214.7	1721.4524495677324
214.8	1721.4524495677324
214.9	1721.4524495677324
215.0	1721.4524495677324
215.1	1721.4524495677324
215.2	1721.4524495677324
215.3	1721.4524495677324
215.4	1721.4524495677324
215.5	1721.4524495677324
215.6	1721.4524495677324
215.7	1721.4524495677324
215.8	1721.4524495677324
215.9	1721.4524495677324
216.0	1721.4524495677324
216.1	1721.4524495677324
216.2	1721.4524495677324
216.3	1721.4524495677324
216.4	1721.4524495677324
216.5	1721.4524495677324
216.6	1721.4524495677324
216.7	1721.4524495677324
216.8	1721.4524495677324
216.9	1721.4524495677324
217.0	1721.4524495677324
217.1	1721.4524495677324
217.2	1721.4524495677324
217.3	1721.4524495677324
217.4	1721.4524495677324
217.5	1721.4524495677324
217.6	1721.4524495677324
217.7	1721.4524495677324
217.8	1721.4524495677324
217.9	1721.4524495677324
218.0	1721.4524495677324
218.1	1721.4524495677324
218.2	1721.4524495677324
218.3	1721.4524495677324
218.4	1721.4524495677324
218.5	1721.4524495677324
218.6	1721.4524495677324
218.7	1721.4524495677324
218.8	1721.4524495677324
218.9	1721.4524495677324
219.0	1721.4524495677324
219.1	1721.4524495677324
219.2	1721.4524495677324
219.3	1721.4524495677324
219.4	1721.4524495677324
219.5	1721.4524495677324
219.6	1721.4524495677324
219.7	1721.4524495677324
219.8	1721.4524495677324
219.9	1721.4524495677324
220.0	1721.4524495677324
220.1	1721.4524495677324
